Year_Month,Location,Card_type,Trip
2020-03,Dulwich Hill Light Rail,Child/Youth,919
2020-03,Dulwich Hill Light Rail,Concession,765
2020-03,Dulwich Hill Light Rail,Day Pass without SAF,1
2020-03,Dulwich Hill Light Rail,Employee,32
2020-03,Dulwich Hill Light Rail,Free Travel,4
2020-03,Dulwich Hill Light Rail,School Student,570
2020-03,Dulwich Hill Light Rail,Senior/Pensioner,2136
2020-03,Exhibition Centre Light Rail,Adult,9610
2020-03,Exhibition Centre Light Rail,CTP,2429
2020-03,Exhibition Centre Light Rail,Child/Youth,1073
2020-03,Exhibition Centre Light Rail,Concession,639
2020-03,Exhibition Centre Light Rail,Day Pass without SAF,1
2020-03,Exhibition Centre Light Rail,Employee,29
2020-03,Exhibition Centre Light Rail,Free Travel,10
2020-03,Exhibition Centre Light Rail,School Student,162
2020-03,Exhibition Centre Light Rail,Senior/Pensioner,2287
2020-03,Exhibition Centre Light Rail,Sgl Trip LR Adult,4
2020-03,Fish Market Light Rail,Adult,16707
2020-03,Fish Market Light Rail,CTP,3764
2020-03,Fish Market Light Rail,Child/Youth,530
2020-03,Fish Market Light Rail,Concession,605
2020-03,Fish Market Light Rail,Employee,21
2020-03,Fish Market Light Rail,Free Travel,31
2020-03,Fish Market Light Rail,School Student,271
2020-03,Fish Market Light Rail,Senior/Pensioner,2484
2020-03,Fish Market Light Rail,Sgl Trip LR Adult,59
2020-03,Fish Market Light Rail,Sgl Trip LR Child/Youth,7
2020-03,Glebe Light Rail,Adult,5733
2020-03,Glebe Light Rail,CTP,1789
2020-03,Glebe Light Rail,Child/Youth,727
2020-03,Glebe Light Rail,Concession,497
2020-03,Glebe Light Rail,Employee,6
2020-03,Glebe Light Rail,Free Travel,4
2020-03,Glebe Light Rail,School Student,858
2020-03,Glebe Light Rail,Senior/Pensioner,1164
2020-03,Glebe Light Rail,Sgl Trip LR Adult,23
2020-03,Glebe Light Rail,Sgl Trip LR Child/Youth,4
2020-03,Hawthorne Light Rail,Adult,4584
2020-03,Hawthorne Light Rail,CTP,1177
2020-03,Hawthorne Light Rail,Child/Youth,342
2020-03,Hawthorne Light Rail,Concession,284
2020-03,Hawthorne Light Rail,Employee,9
2020-03,Hawthorne Light Rail,Free Travel,10
2020-03,Hawthorne Light Rail,School Student,468
2020-03,Hawthorne Light Rail,Senior/Pensioner,643
2020-03,Hawthorne Light Rail,Sgl Trip LR Child/Youth,1
2020-03,Haymarket Light Rail,Adult,24678
2020-03,Haymarket Light Rail,CTP,7207
2020-03,Haymarket Light Rail,Child/Youth,931
2020-03,Haymarket Light Rail,Concession,2210
2020-03,Haymarket Light Rail,Employee,168
2020-03,Haymarket Light Rail,Free Travel,49
2020-03,Haymarket Light Rail,School Student,233
2020-03,Haymarket Light Rail,Senior/Pensioner,5762
2020-03,Haymarket Light Rail,Sgl Trip LR Adult,149
2020-03,Haymarket Light Rail,Sgl Trip LR Child/Youth,12
2020-03,Honeysuckle Light Rail,Adult,4439
2020-03,Honeysuckle Light Rail,CTP,1498
2020-03,Honeysuckle Light Rail,Child/Youth,334
2020-03,Honeysuckle Light Rail,Concession,464
2020-03,Honeysuckle Light Rail,Day Pass without SAF,2
2020-03,Honeysuckle Light Rail,Employee,12
2020-03,Honeysuckle Light Rail,Free Travel,26
2020-03,Honeysuckle Light Rail,School Student,279
2020-03,Honeysuckle Light Rail,Senior/Pensioner,1911
2020-03,Honeysuckle Light Rail,Sgl Trip LR Adult,30
2020-03,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,5
2020-03,John Street Square Light Rail,Adult,10528
2020-03,John Street Square Light Rail,CTP,2387
2020-03,John Street Square Light Rail,Child/Youth,292
2020-03,John Street Square Light Rail,Concession,567
2020-03,John Street Square Light Rail,Employee,28
2020-03,John Street Square Light Rail,Free Travel,1
2020-03,John Street Square Light Rail,School Student,188
2020-03,John Street Square Light Rail,Senior/Pensioner,1713
2020-03,John Street Square Light Rail,Sgl Trip LR Adult,2
2020-03,Jubilee Park Light Rail,Adult,9615
2020-03,Jubilee Park Light Rail,CTP,3047
2020-03,Jubilee Park Light Rail,Child/Youth,1617
2020-03,Jubilee Park Light Rail,Concession,466
2020-03,Jubilee Park Light Rail,Employee,5
2020-03,Jubilee Park Light Rail,Free Travel,10
2020-03,Jubilee Park Light Rail,School Student,1513
2020-03,Jubilee Park Light Rail,Senior/Pensioner,1518
2020-03,Jubilee Park Light Rail,Sgl Trip LR Adult,20
2020-03,Jubilee Park Light Rail,Sgl Trip LR Child/Youth,5
2020-03,Leichhardt North Light Rail,Adult,4117
2020-03,Leichhardt North Light Rail,CTP,1355
2020-03,Leichhardt North Light Rail,Child/Youth,459
2020-03,Leichhardt North Light Rail,Concession,371
2020-03,Leichhardt North Light Rail,Employee,12
2020-03,Leichhardt North Light Rail,Free Travel,8
2020-03,Leichhardt North Light Rail,School Student,691
2020-03,Leichhardt North Light Rail,Senior/Pensioner,714
2020-03,Lewisham West Light Rail,Adult,6762
2020-03,Lewisham West Light Rail,CTP,1888
2020-03,Lewisham West Light Rail,Child/Youth,744
2020-03,Lewisham West Light Rail,Concession,444
2020-03,Lewisham West Light Rail,Employee,32
2020-03,Lewisham West Light Rail,Free Travel,2
2020-03,Lewisham West Light Rail,School Student,994
2020-03,Lewisham West Light Rail,Senior/Pensioner,727
2020-03,Lilyfield Light Rail,Adult,5429
2020-03,Lilyfield Light Rail,CTP,1636
2020-03,Lilyfield Light Rail,Child/Youth,555
2020-03,Lilyfield Light Rail,Concession,393
2020-03,Lilyfield Light Rail,Day Pass without SAF,2
2020-03,Lilyfield Light Rail,Employee,6
2020-03,Lilyfield Light Rail,Free Travel,4
2020-03,Lilyfield Light Rail,School Student,492
2020-03,Lilyfield Light Rail,Senior/Pensioner,1530
2020-03,Lilyfield Light Rail,Sgl Trip LR Adult,27
2020-03,Lilyfield Light Rail,Sgl Trip LR Child/Youth,6
2020-03,Marion Light Rail,Adult,3716
2020-03,Marion Light Rail,CTP,992
2020-03,Marion Light Rail,Child/Youth,334
2020-03,Marion Light Rail,Concession,324
2020-03,Marion Light Rail,Employee,6
2020-03,Marion Light Rail,Free Travel,9
2020-03,Marion Light Rail,School Student,432
2020-03,Marion Light Rail,Senior/Pensioner,1163
2020-03,Moore Park Light Rail,Adult,10670
2020-03,Moore Park Light Rail,CTP,3025
2020-03,Moore Park Light Rail,Child/Youth,714
2020-03,Moore Park Light Rail,Concession,2721
2020-03,Moore Park Light Rail,Employee,24
2020-03,Moore Park Light Rail,Free Travel,11
2020-03,Moore Park Light Rail,School Student,7621
2020-03,Moore Park Light Rail,Senior/Pensioner,964
2020-03,Moore Park Light Rail,Sgl Trip LR Adult,26
2020-03,Moore Park Light Rail,Sgl Trip LR Child/Youth,2
2020-03,Newcastle Beach Light Rail,Adult,3600
2020-03,Newcastle Beach Light Rail,CTP,1553
2020-03,Newcastle Beach Light Rail,Child/Youth,388
2020-03,Newcastle Beach Light Rail,Concession,490
2020-03,Newcastle Beach Light Rail,Day Pass without SAF,1
2020-03,Newcastle Beach Light Rail,Employee,10
2020-03,Newcastle Beach Light Rail,Free Travel,15
2020-03,Newcastle Beach Light Rail,School Student,143
2020-03,Newcastle Beach Light Rail,Senior/Pensioner,2205
2020-03,Newcastle Beach Light Rail,Sgl Trip LR Adult,38
2020-03,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,16
2020-03,Newcastle Interchange Light Rail,Adult,13539
2020-03,Newcastle Interchange Light Rail,CTP,3765
2020-03,Newcastle Interchange Light Rail,Child/Youth,825
2020-03,Newcastle Interchange Light Rail,Concession,2652
2020-03,Newcastle Interchange Light Rail,Day Pass without SAF,1
2020-03,Newcastle Interchange Light Rail,Employee,96
2020-03,Newcastle Interchange Light Rail,Free Travel,125
2020-03,Newcastle Interchange Light Rail,School Student,358
2020-03,Newcastle Interchange Light Rail,Senior/Pensioner,4722
2020-03,Newcastle Interchange Light Rail,Sgl Trip LR Adult,82
2020-03,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,28
2020-03,"Paddy's Markets Light Rail",Adult,21060
2020-03,"Paddy's Markets Light Rail",CTP,4740
2020-03,"Paddy's Markets Light Rail",Child/Youth,1195
2020-03,"Paddy's Markets Light Rail",Concession,1491
2020-03,"Paddy's Markets Light Rail",Employee,68
2020-03,"Paddy's Markets Light Rail",Free Travel,23
2020-03,"Paddy's Markets Light Rail",School Student,183
2020-03,"Paddy's Markets Light Rail",Senior/Pensioner,6125
2020-03,"Paddy's Markets Light Rail",Sgl Trip LR Adult,84
2020-03,"Paddy's Markets Light Rail",Sgl Trip LR Child/Youth,15
2020-03,Pyrmont Bay Light Rail,Adult,20738
2020-03,Pyrmont Bay Light Rail,CTP,5110
2020-03,Pyrmont Bay Light Rail,Child/Youth,742
2020-03,Pyrmont Bay Light Rail,Concession,873
2020-03,Pyrmont Bay Light Rail,Employee,37
2020-03,Pyrmont Bay Light Rail,Free Travel,37
2020-03,Pyrmont Bay Light Rail,School Student,165
2020-03,Pyrmont Bay Light Rail,Senior/Pensioner,2480
2020-03,Pyrmont Bay Light Rail,Sgl Trip LR Adult,59
2020-03,Pyrmont Bay Light Rail,Sgl Trip LR Child/Youth,15
2020-03,QVB Light Rail,Adult,42403
2020-03,QVB Light Rail,CTP,12940
2020-03,QVB Light Rail,Child/Youth,1646
2020-03,QVB Light Rail,Concession,2729
2020-03,QVB Light Rail,Employee,114
2020-03,QVB Light Rail,Free Travel,60
2020-03,QVB Light Rail,School Student,289
2020-03,QVB Light Rail,Senior/Pensioner,8718
2020-03,QVB Light Rail,Sgl Trip LR Adult,377
2020-03,QVB Light Rail,Sgl Trip LR Child/Youth,44
2020-03,Queens Wharf Light Rail,Adult,4129
2020-03,Queens Wharf Light Rail,CTP,1555
2020-03,Queens Wharf Light Rail,Child/Youth,318
2020-03,Queens Wharf Light Rail,Concession,424
2020-03,Queens Wharf Light Rail,Day Pass without SAF,2
2020-03,Queens Wharf Light Rail,Employee,14
2020-03,Queens Wharf Light Rail,Free Travel,51
2020-03,Queens Wharf Light Rail,School Student,325
2020-03,Queens Wharf Light Rail,Senior/Pensioner,2528
2020-03,Queens Wharf Light Rail,Sgl Trip LR Adult,21
2020-03,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,9
2020-03,Randwick Light Rail,Adult,21731
2020-03,Randwick Light Rail,CTP,4856
2020-03,Randwick Light Rail,Child/Youth,614
2020-03,Randwick Light Rail,Concession,2368
2020-03,Randwick Light Rail,Employee,32
2020-03,Randwick Light Rail,Free Travel,71
2020-03,Randwick Light Rail,School Student,306
2020-03,Randwick Light Rail,Senior/Pensioner,5293
2020-03,Randwick Light Rail,Sgl Trip LR Adult,47
2020-03,Randwick Light Rail,Sgl Trip LR Child/Youth,7
2020-03,Royal Randwick Light Rail,Adult,5893
2020-03,Royal Randwick Light Rail,CTP,1660
2020-03,Royal Randwick Light Rail,Child/Youth,307
2020-03,Royal Randwick Light Rail,Concession,993
2020-03,Royal Randwick Light Rail,Employee,14
2020-03,Royal Randwick Light Rail,Free Travel,14
2020-03,Royal Randwick Light Rail,School Student,182
2020-03,Royal Randwick Light Rail,Senior/Pensioner,809
2020-03,Royal Randwick Light Rail,Sgl Trip LR Adult,6
2020-03,Royal Randwick Light Rail,Sgl Trip LR Child/Youth,3
2020-03,Rozelle Bay Light Rail,Adult,4319
2020-03,Rozelle Bay Light Rail,CTP,1295
2020-03,Rozelle Bay Light Rail,Child/Youth,441
2020-03,Rozelle Bay Light Rail,Concession,294
2020-03,Rozelle Bay Light Rail,Employee,4
2020-03,Rozelle Bay Light Rail,Free Travel,4
2020-03,Rozelle Bay Light Rail,School Student,206
2020-03,Rozelle Bay Light Rail,Senior/Pensioner,794
2020-03,Rozelle Bay Light Rail,Sgl Trip LR Adult,1
2020-03,Surry Hills Light Rail,Adult,12680
2020-03,Surry Hills Light Rail,CTP,4641
2020-03,Surry Hills Light Rail,Child/Youth,352
2020-03,Surry Hills Light Rail,Concession,1073
2020-03,Surry Hills Light Rail,Employee,34
2020-03,Surry Hills Light Rail,Free Travel,22
2020-03,Surry Hills Light Rail,School Student,185
2020-03,Surry Hills Light Rail,Senior/Pensioner,3480
2020-03,Surry Hills Light Rail,Sgl Trip LR Adult,59
2020-03,Surry Hills Light Rail,Sgl Trip LR Child/Youth,6
2020-03,Taverners Hill Light Rail,Adult,2829
2020-03,Taverners Hill Light Rail,CTP,806
2020-03,Taverners Hill Light Rail,Child/Youth,299
2020-03,Taverners Hill Light Rail,Concession,230
2020-03,Taverners Hill Light Rail,Employee,7
2020-03,Taverners Hill Light Rail,Free Travel,8
2020-03,Taverners Hill Light Rail,School Student,357
2020-03,Taverners Hill Light Rail,Senior/Pensioner,403
2020-03,Taverners Hill Light Rail,Sgl Trip LR Adult,1
2020-03,The Star Light Rail,Adult,27942
2020-03,The Star Light Rail,CTP,5328
2020-03,The Star Light Rail,Child/Youth,438
2020-03,The Star Light Rail,Concession,1361
2020-03,The Star Light Rail,Employee,93
2020-03,The Star Light Rail,Free Travel,35
2020-03,The Star Light Rail,School Student,57
2020-03,The Star Light Rail,Senior/Pensioner,11190
2020-03,The Star Light Rail,Sgl Trip LR Adult,92
2020-03,The Star Light Rail,Sgl Trip LR Child/Youth,16
2020-03,Town Hall Light Rail,Adult,42865
2020-03,Town Hall Light Rail,CTP,11651
2020-03,Town Hall Light Rail,Child/Youth,1874
2020-03,Town Hall Light Rail,Concession,3190
2020-03,Town Hall Light Rail,Day Pass without SAF,1
2020-03,Town Hall Light Rail,Employee,120
2020-03,Town Hall Light Rail,Free Travel,98
2020-03,Town Hall Light Rail,School Student,598
2020-03,Town Hall Light Rail,Senior/Pensioner,9298
2020-03,Town Hall Light Rail,Sgl Trip LR Adult,318
2020-03,Town Hall Light Rail,Sgl Trip LR Child/Youth,21
2020-03,UNSW High Street Light Rail,Adult,15273
2020-03,UNSW High Street Light Rail,CTP,3833
2020-03,UNSW High Street Light Rail,Child/Youth,1353
2020-03,UNSW High Street Light Rail,Concession,13114
2020-03,UNSW High Street Light Rail,Employee,8
2020-03,UNSW High Street Light Rail,Free Travel,15
2020-03,UNSW High Street Light Rail,School Student,209
2020-03,UNSW High Street Light Rail,Senior/Pensioner,978
2020-03,UNSW High Street Light Rail,Sgl Trip LR Adult,8
2020-03,UNSW High Street Light Rail,Sgl Trip LR Child/Youth,4
2020-03,Wansey Road Light Rail,Adult,3661
2020-03,Wansey Road Light Rail,CTP,1346
2020-03,Wansey Road Light Rail,Child/Youth,124
2020-03,Wansey Road Light Rail,Concession,413
2020-03,Wansey Road Light Rail,Employee,25
2020-03,Wansey Road Light Rail,Free Travel,7
2020-03,Wansey Road Light Rail,School Student,102
2020-03,Wansey Road Light Rail,Senior/Pensioner,340
2020-03,Wansey Road Light Rail,Sgl Trip LR Adult,4
2020-03,Wansey Road Light Rail,Sgl Trip LR Child/Youth,1
2020-03,Waratah Mills Light Rail,Adult,2632
2020-03,Waratah Mills Light Rail,CTP,703
2020-03,Waratah Mills Light Rail,Child/Youth,293
2020-03,Waratah Mills Light Rail,Concession,291
2020-03,Waratah Mills Light Rail,Employee,8
2020-03,Waratah Mills Light Rail,School Student,342
2020-03,Waratah Mills Light Rail,Senior/Pensioner,812
2020-03,Wentworth Park Light Rail,Adult,6705
2020-03,Wentworth Park Light Rail,CTP,1985
2020-03,Wentworth Park Light Rail,Child/Youth,375
2020-03,Wentworth Park Light Rail,Concession,382
2020-03,Wentworth Park Light Rail,Employee,7
2020-03,Wentworth Park Light Rail,Free Travel,9
2020-03,Wentworth Park Light Rail,School Student,373
2020-03,Wentworth Park Light Rail,Senior/Pensioner,796
2020-03,Wentworth Park Light Rail,Sgl Trip LR Adult,5
2020-03,Wentworth Park Light Rail,Sgl Trip LR Child/Youth,1
2020-03,Wynyard Light Rail,Adult,37851
2020-03,Wynyard Light Rail,CTP,10686
2020-03,Wynyard Light Rail,Child/Youth,1080
2020-03,Wynyard Light Rail,Concession,2969
2020-03,Wynyard Light Rail,Employee,92
2020-03,Wynyard Light Rail,Free Travel,78
2020-03,Wynyard Light Rail,School Student,236
2020-03,Wynyard Light Rail,Senior/Pensioner,6872
2020-03,Wynyard Light Rail,Sgl Trip LR Adult,63
2020-03,Wynyard Light Rail,Sgl Trip LR Child/Youth,3
2020-04,Arlington Light Rail,Adult,1184
2020-04,Arlington Light Rail,CTP,383
2020-04,Arlington Light Rail,Child/Youth,119
2020-04,Arlington Light Rail,Concession,58
2020-04,Arlington Light Rail,Employee,2
2020-04,Arlington Light Rail,Free Travel,2
2020-04,Arlington Light Rail,School Student,4
2020-04,Arlington Light Rail,Senior/Pensioner,175
2020-04,Bridge Street Light Rail,Adult,3653
2020-04,Bridge Street Light Rail,CTP,1074
2020-04,Bridge Street Light Rail,Child/Youth,37
2020-04,Bridge Street Light Rail,Concession,77
2020-04,Bridge Street Light Rail,Employee,5
2020-04,Bridge Street Light Rail,Free Travel,1
2020-04,Bridge Street Light Rail,School Student,4
2020-04,Bridge Street Light Rail,Senior/Pensioner,567
2020-04,Capitol Square Light Rail,Adult,4776
2020-04,Capitol Square Light Rail,CTP,1206
2020-04,Capitol Square Light Rail,Child/Youth,93
2020-04,Capitol Square Light Rail,Concession,128
2020-04,Capitol Square Light Rail,Employee,19
2020-04,Capitol Square Light Rail,Free Travel,1
2020-04,Capitol Square Light Rail,School Student,2
2020-04,Capitol Square Light Rail,Senior/Pensioner,1480
2020-04,Capitol Square Light Rail,Sgl Trip LR Adult,3
2020-04,Capitol Square Light Rail,Sgl Trip LR Child/Youth,1
2020-04,Central Chalmers Street Light Rail,Adult,14975
2020-04,Central Chalmers Street Light Rail,CTP,2632
2020-04,Central Chalmers Street Light Rail,Child/Youth,148
2020-04,Central Chalmers Street Light Rail,Concession,885
2020-04,Central Chalmers Street Light Rail,Day Pass without SAF,1
2020-04,Central Chalmers Street Light Rail,Employee,128
2020-04,Central Chalmers Street Light Rail,Free Travel,17
2020-04,Central Chalmers Street Light Rail,School Student,10
2020-04,Central Chalmers Street Light Rail,Senior/Pensioner,2993
2020-04,Central Chalmers Street Light Rail,Sgl Trip LR Adult,5
2020-04,Central Grand Concourse Light Rail,Adult,14650
2020-04,Central Grand Concourse Light Rail,CTP,2386
2020-04,Central Grand Concourse Light Rail,Child/Youth,130
2020-04,Central Grand Concourse Light Rail,Concession,484
2020-04,Central Grand Concourse Light Rail,Day Pass without SAF,1
2020-04,Central Grand Concourse Light Rail,Employee,129
2020-04,Central Grand Concourse Light Rail,Free Travel,11
2020-04,Central Grand Concourse Light Rail,School Student,6
2020-04,Central Grand Concourse Light Rail,Senior/Pensioner,2631
2020-04,Central Grand Concourse Light Rail,Sgl Trip LR Adult,17
2020-04,Central Grand Concourse Light Rail,Sgl Trip LR Child/Youth,3
2020-04,Chinatown Light Rail,Adult,11634
2020-04,Chinatown Light Rail,CTP,3160
2020-04,Chinatown Light Rail,Child/Youth,144
2020-04,Chinatown Light Rail,Concession,294
2020-04,Chinatown Light Rail,Employee,54
2020-04,Chinatown Light Rail,Free Travel,7
2020-04,Chinatown Light Rail,School Student,8
2020-04,Chinatown Light Rail,Senior/Pensioner,2669
2020-04,Chinatown Light Rail,Sgl Trip LR Adult,8
2020-04,Chinatown Light Rail,Sgl Trip LR Child/Youth,1
2020-04,Circular Quay Light Rail,Adult,5515
2020-04,Circular Quay Light Rail,CTP,2051
2020-04,Circular Quay Light Rail,Child/Youth,182
2020-04,Circular Quay Light Rail,Concession,206
2020-04,Circular Quay Light Rail,Employee,44
2020-04,Circular Quay Light Rail,Free Travel,28
2020-04,Circular Quay Light Rail,School Student,4
2020-04,Circular Quay Light Rail,Senior/Pensioner,2291
2020-04,Circular Quay Light Rail,Sgl Trip LR Adult,17
